Account Number,Account Name,City,Country,Brand,Email,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
ACC1896,Just Fly,Wroclaw,Poland,SITA,marta@justfly.pl,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1852,Just Go Travel Explore & Discover SL,Madrid,Spain,SITA,adriana.alvarez@justgotravel.es,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1333,Just Tur,Goiania,Brazil,SITA,contato@justtur.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0623,Justine Voyages,Duvy,France,SITA,jv@justinevoyages.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1928,Jyoti Travels,Mumbai,India,SITA,boonkings@7continents.i,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2751,K8K TRAVEL,Porto,Portugal,SITA,veramelovilela@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0624,Kabra Travel Services,Mumbai,India,SITA,sales5@kabrabalaji.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2150,KADAMBA TRANSPORT CORPORATION LTD,Goa,India,SITA,ktcltech@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2742,Kadambari Hotels,Maihar,India,SITA,kadambaritrails@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1575,Kaduna Hospitality Private Limited,Mumbai,India,SITA,mumbai@keralaholidaymart.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1471,Kailash,Moscow,Russia,SITA,tour@kailash.ru,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0625,Kailash,Moscow,Russia,SITA,ceo@kailash.ru,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0626,Kakady,Moscow,Russia,SITA,el@kakady.ru,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1334,Kallpa Tour Operator,Buenos Aires,Argentina,SITA,incoming@kallpatour.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2522,Kalpak Journeys,Pune,India,SITA,kalpakjourneys@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0627,KALUMA TRAVEL,Barcelona,Spain,SITA,montse@kalumatravel.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2905,Kalyan tours and travels,Rajkot,India,SITA,info@kalyantours.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0628,Kaminari Viaggi,Rome,Italy,SITA,marco.cortellessa@kaminari.it,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1510,Kangaroo Curitiba (Região Sul),Curitiba,Brazil,SITA,info@kangaroosul.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1508,Kangaroo Sao Paulo,Sao Paulo,Brazil,SITA,pacotes9@kangaroo.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0629,Kangaroo Tours Chile,Santiago,Chile,SITA,info@kangarootours.cl,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2636,Kangaroo Tours Goiana,Goiana,Brazil,SITA,priscilla@kangaroogo.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1335,Kangaroo Tours Rio,Rio de Janeiro,Brazil,SITA,pacotes4@kangaroorio.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2633,Kanishk Travels,Mumbai,India,SITA,abhishek@kanishktravels.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0630,Kanoo Holidays,Manama,Bahrain,SITA,zaeem@kho.kanoosa.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0631,Kanoo Holidays - Alkhobar,Al Khobar,Saudi Arabia,SITA,mohammed.infas@kanoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0632,Kanoo Holidays - Jeddah,Jeddah,Saudi Arabia,SITA,sami.mohammed@kanoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0633,Kanoo Holidays - Riyadh,Riyadh,Saudi Arabia,SITA,conrad.britto@kanoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0634,Kanoo Holidays Dubai,Dubai,United Arab Emirates,SITA,riza.ahmed@kanoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0635,Kanoo Travels,Doha,Qatar,SITA,dushantha@kanoo.qa,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0636,Kantu Travel,Santiago,Chile,SITA,josemiguel@kantutravel.cl,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1987,Kara Gida Organizasyon,Istanbul,Turkey,DFT,orgul.sezer@compasstradingbridge.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0637,Karavel,Paris,France,SITA, tbrimbal@karavel.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0638,Karawane Reisen Gmbh & Co. Kg,Ludwigsburg,Germany,SITA,info@karawane.de,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0639,Karin Hanson Events LLC,Henderson,United States of America,TCI,karinha@khansonevents.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0640,Karisma Travelnet,Rome,Italy,SITA,michela@travelnet.it,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0641,Karlson Tourism,Novosibirsk,Russia,SITA,nsk1@karlson-tourism.ru,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0642,Karpaten Turism,Bucharest,Romania,SITA,alexandru.marginean@karpaten.ro,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2857,Kasel Travel Solutions,Manila,Philippines,SITA,ericpapa.kasel@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2352,Kaz Travel,Almaty,Kazakhstan,SITA,kaz.travel@mail.ru,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0643,Kcomfort Travels,Vadodara,India,SITA,kavish@kcomforttravels.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0644,Kelioniu Akademija LTD,Klaipeda,Lithuania,SITA,klaipeda@kelioniuakademija.lt,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2021,Ken Events & Sportz Company Private Limited,New Delhi,India,SITA,amitasingh@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0645,Kensington tours,Wilmington,United States of America,SITA,dan.silva@kensingtontours.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0646,"Kenzan Tours , Sweden",Stockholm,Sweden,SITA,info@kenzantravel.se,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1982,Kerala Travels Interserve Limited,Thiruvananthapuram (Trivandrum),India,SITA,outbound@ktinterserve.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0647,Keys Travel,London,United Kingdom,SITA,sblahut@keytravel.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2289,Khaleej Tours,Kochi (Cochin),India,SITA,info@khaleejtours.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0648,Khan Voyages,Le Gosier,France,SITA,khan.voyages@orange.fr,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0649,Khanna Travels,Mumbai,India,SITA,holidays@khannatravels.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1685,Khimji's House of Travel,Muscat,Oman,SITA,c.vettom@kr.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2055,KHR HOSPITALITY INDIA LIMITED,Goa,India,SITA,lovelinap@kenilworthhotels.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC3134,KHUSH TRAVELS,Rajkot,India,SITA,navbharatrjt@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2076,KIMBIA TRAVELS LIMITED,Nairobi,Kenya,SITA,sangita@kimbiatravels.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0650,King Holidays ,Milano,Italy,SITA,musto@kingholidays.it,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0651,Kira Viaggi,Rome,Italy,SITA,simone.maggini@kiraviaggi.it,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0652,KIRKER Holidays,London,United Kingdom,TGV,travel@kirkerholidays.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0653,KIT VOYAGES,Lille,France,SITA,kitlille@kitvoyages.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1401,KLAS,Rio de Janeiro,Brazil,SITA,paula@klas.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0654,KMP Group,Moscow,Russia,SITA,exotic@kmp.ru,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2308,Know to Go,Porto,Portugal,SITA,paulo.ribeiro@knowtogo.pt,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0656,Knt-Ct Holdings Co.Ltd -Tokyo,Tokyo,Japan,TCI,mori100162@mb.knt.co.jp,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2772,Kögelreisen GmbH,Berlin,Germany,SITA,s.dahlmann@koegelreisen.de,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2783,Koleso LLC,Moscow,Russia,SITA,manager1@kolesom.ru,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1794,Kompass LLC,Almaty,Kazakhstan,SITA,fit@kompastour.kz,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1389,Koning Aap,Amsterdam,Netherlands,TGV,Koning Aap jan@avontuur.nu,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0658,Kookee Tours And Travels,Surat,India,SITA,pratikp@kookeetours.in,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2718,Korakane Travel,Torino,Italy,SITA,norberto@korakanetravel.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2145,Koutek & Partner GmbH,Vienna,Austria,SITA,office@koutek-partner.at,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0659,Krishna Solutions,Jodhpur,India,SITA,ksholidays100@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0660,Krrish Travels,Mumbai,India,SITA,krrishtours@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2879,KS Travel GmbH,Erfurt,Germany,SITA,lysann.stuetzner@reiseerleben.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1917,KST Tours Pvt Ltd.,Thrissur,India,SITA,inbound.ksttours@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2572,Kunal Holidays,Surat,India,SITA,info@kunalholidays.in,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2457,Kuoni Reisen,Wien,Austria,SITA,Peter.Hauptmann@kuoni.at,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1415,Kuoni Scandinavia Denmark,Stockholm,Sweden,TGV,Janis.Frangiskos@dtservices.travel,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0661,L A Travels & Tours,Vadodara,India,SITA,sales@facetoface.in,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0662,La Clef Des Champs,La Capelle,France,SITA,contact@clefdeschamps02.fr,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0663,La Compagnia dell'Ovest,Novara,Italy,SITA,alessandro@compovest.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0664,La Fabbrica dei Sogni Srl,Verdello,Italy,SITA,fabrizio.ds@lafabbricadeisogni.biz,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2209,La Macchia Jet Steam,Kenosha,United States of America,SITA,mkarnes@lamacchiajs.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2982,La Maison des Indes,Paris,France,SITA,myriam.rasiwala@lesmaisonsduvoyage.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1472,La Manche Travel,Moscow,Russia,SITA,elena@lmtravel.ru,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1498,La Travel,Almaty,Kazakhstan,SITA,zarema_ykz@mail.ru,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0665,La Vena Tours,Mumbai,India,SITA,sales@lavenatours.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1999,LA VOYAGERIE,Marseille,France,SITA,suppliers@lavoyagerie.fr,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2476,Laishore World Tours and Travels,Kochi (Cochin),India,SITA,anver@laishore.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2658,Landmark Destinations,Mumbai,India,SITA,jigna.landmarkdestinations@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC3077,Lando Travel,Mexico City,Mexico,VILASITA,gonzalo@landotravel.mx,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC3092,Largay Travel,Connecticut,United States of America,VILASITA,shari@largaytravel.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0667,Lario Tour,Cernobbio,Italy,SITA,info@lariotour.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1657,Las Travels,Thiruvananthapuram (Trivandrum),India,SITA,pooja@las-travels.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1537,Latitudes,Sao Paulo,Brazil,SITA,latitudes@latitudes.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2280,Laurus Travel,Vancouver,Canada,SITA,info@laurustravel.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0669,Le Scentciel,Boulogne Billancourt,France,DFT,nadine.cochard@lescentciel.fr,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2470,LE TEMPS D'UNE ESCALE,L'AIGLE,France,SITA,agencelaigle@letempsduneescale.fr,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0670,Le Voyage Selon Alfred,Grenoble,France,SITA,agence@alfredvoyages.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0671,Le Zora Hungary,Budapest,Hungary,SITA,meszaros.reka@lezora.hu,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0672,Leendert Kruik,Didam,Netherlands,SITA,l.kruik@planet.nl,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2011,Lehmann Reisen,Bern,Switzerland,SITA,spisenti@mycwt.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0673,Leisure India Holidays ,Jaipur,India,SITA,inbound@lih.travel,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0674,LEITNER Touristik GmbH,Allersberg,Germany,SITA,kundenservice@leitner-reisen.de,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2662,L'Épicurien du voyage,Paris,France,SITA,contact@lepicureanduvoyage.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2056,Les Carnets De Magellan,Paris,France,SITA,damien.camenen@lescarnetsdemagellan.fr,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0676,Les Clés du Monde,Paris,France,SITA,bruno@lesclesdumonde.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2733,Les Eclaireurs Du Voyage,Biarritz,France,SITA,fabien@leseclaireursduvoyage.fr,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2748,LET AGENCIA DE VIAGENS E TURISMO LTDA,Sao Paulo,Brazil,SITA,vania@letviagens.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0678,Let Me Travel,Kyiv,Ukraine,SITA,sales@letme.in.ua,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2032,Lets Fly,Moscow,Russia,SITA,asol@sletat.ru,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1881,Leva-Me,Lisboa,Portugal,SITA,joaocajuda@leva-me.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0679,Level Tours - Barcelona,Barcelona,Spain,TCI,ftorrent@leveltour.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0680,Lever de Rideau,Paris,France,DFT,lduponthury@ldr.fr,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1665,Levy Travel and Tours,Manila,Philippines,SITA,rose.levytravelandtours@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2110,Libellul Events,Noisy-le-Roi,France,DFT,caroline@libellulevents.fr,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0681,Libera Tours India,Agra,India,SITA,liberatoursindia@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0682,Lidl Digital International Gmbh & Co.Kg,Neckarsulm,Germany,SITA,rundreisen@lidl.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2624,Limitless Vacations,Ghaziabad,India,SITA,golimitlessholidays@mail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1375,Link Travel & Tours,London,United Kingdom,SITA,info@linkstravelandtours.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0683,Link Travel Inc,Manitowoc,United States of America,TCI,travel@linktravelusa.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1403,Live The Journey,Cape Town,South Africa,DFT,info@livethejourney.co.za,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0684,Live Travel,Lisboa,Portugal,SITA,vendas1@livetravel.pt,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1914,Llama Travels,London,United Kingdom,SITA,SMathias@llamatravel.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1473,"LLC ""AVIA CENTER""",Moscow,Russia,SITA,n.mlinova@A-CTR.RU,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2479,LLC Dolce Vita Travel,Moscow,Russia,SITA,manager@dolcetravel.ru,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1474,Llc Lifestyle Support (Ls) Russia,Moscow,Russia,SITA,julia.girenko@lifestyle-support.net,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2134,LLC NADEZDA,Moscow,Russia,SITA,GULNARA.MYALDZINA@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2213,LLC Only Travel,Moscow,Russia,SITA,anna@only.travel,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2106,LME - An HKEX Company,London,United Kingdom,DFT,emma.bailey@lme.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2832,lobal Pioneers Tours & Travels Private Limited,Rajkot,India,SITA,sales@globalpioneertravels.in,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0685,Logitravel.Com -Traveltool,Canarias,Spain,TCI,justa.calderon@smy.tours,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0686,Logitrust Voyages Private Limited,New Delhi,India,SITA,ballabh.mishra@logitrust.in,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2426,Logos Tours,Warsaw,Poland,SITA,ania.k@logostour.pl,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0687,Lohana Travels,Mumbai,India,SITA,operations@lohanatoursindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0688,Lomalinja Oy Holiday Tours Ltd,Tampere,Finland,SITA,laura.gronmark@lomalinja.fi,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0689,Lotus Tour,New York,United States of America,SITA,info@lotustours.us,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0690,Lotus Travel,Garland,United Kingdom,SITA,asha@lotusgroup.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0691,Lotus Travel,Garland,Sweden,SITA,info@lotustravel.se,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0692,Lotus Travels,Vadodara,India,SITA,lotusholidays1@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2864,Love It Book It,London,United Kingdom,SITA,cjames@loveitbookit.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2842,Lovely Air Travels,Ahmedabad,India,SITA,lovelyairtravels@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2212,Low SeasonTraveller,Manchester,United Kingdom,SITA,ged@lowseasontraveller.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1336,Lozano CDMX,Mexico City,Mexico,SITA,info@lozano.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0693,LS Group,Moscow,Russia,SITA,info@lsgroupco.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0694,Ls Travel & Events Srl,Milano,Italy,SITA,v.sutti@lstravel.it,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0695,LTA Holidays (Canada) Ltd.,Richmond,Canada,SITA,herbert.lee@ltaholidays.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1499,LTD “Firma “Meridian D”,Almaty,Kazakhstan,SITA,meridian@veritech.kz,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2196,Lufthansa City Center Reisebüro Mannheimer Hof,Mannheim,Germany,SITA,travel@mannheimerhof.de,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0696,Luna de Miel,Culiacan,Mexico,SITA,joseluis@lunasdemiel.mx,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2180,Lupus Travel,Budapest,Hungary,SITA,farkas.miklos@lupustravel.hu,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2200,Lupus Travel Ltd.,Budapest,Hungary,SITA,booking@lupustravel.hu,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0697,Lusanova Tours,Lisboa,Portugal,SITA,mcruz@lusanovatours.pt,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0698,Luxe Tour,Moscow,Russia,SITA,marketing@luxe.ru,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2294,Luxe Tribes,New York,United States of America,SITA,planmytrip@luxetribes.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC3065,LuxEQ Pvt Ltd,Bengaluru,India,SITA,siju@luxeq.ai,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1744,Luxtour,Lisboa,Portugal,SITA,igpereira@luxtours.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0699,Luxtripper,London,United Kingdom,SITA,pmgaudini@luxtripper.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1356,Luxuria,Safat,Kuwait,SITA,mohamed.khaled@luxuria-s.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1940,Luxury Holidays,Surrey County,United Kingdom,SITA,rishu@luxuryholidays.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1963,Luxury Travel Club,London,United Kingdom,SITA,dharam@theluxurytravelclub.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0701,Luxury Travel Collection,St. Petersburg,Russia,SITA,daria.lafete@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2410,Luxury Voyage,Moscow,Russia,SITA,travel@luxuryvoyage.ru,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2589,LUZMARINA VIAJES,Zaragoza,Spain,TCI,inma@luzmarinaviajes.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0702,Lya Tour/Hopperson,Novosibirsk,Russia,SITA,o.vaskevich@hopperson.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2219,M J TRAVEL SERVICES,Ahmedabad,India,SITA,johnmt@mjtravel.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0705,M.C.O. Representaciones Turisticas Cali LTDA,Cali,Colombia,SITA,administracion@mcocali.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1645,Maa Ambey Tours & Travels,Raipur,India,SITA,maaambeytours@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2277,Maa jagdamba Tour & Travels,Jaipur,India,SITA,mjtravels09@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2141,MAC HOTELS LIMITED,Goa,India,SITA,villageroyal.macgroupgoa@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1337,Mac Travel,Montevideo,Uruguay,SITA,sergio@mactravel.com.uy,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1977,Macaya - Odyssee du Voyage,Paris,France,SITA,gaelle@macaya.fr,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2368,Maeflower Consulting Pvt Ltd.,Pune,India,SITA,narayan@maeflower.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0706,Maestro De Viajes,Valencia,Spain,TCI,enrique@maestroviajes.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2109,Maestro Viaggi E Turismo SRL,Rome,Italy,SITA,prenota@kudatouroperator.it,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2093,MAGELLAN-TRAVEL,Kyiv,Ukraine,SITA,yana@magellan-travel.agency,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0707,Magic Tours,Doha,Qatar,SITA,info@magictoursonline.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0708,MAGICTOURS Reisebüro GmbH,Vienna,Austria,SITA,office@magictours.at,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0709,MAGNUS MEDITOURISM PRIVATE LIMITED,Mumbai,India,SITA,welcome@magnustours.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2556,Magus Travel Solutions,Mumbai,India,SITA,holidays@magustravels.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC3142,Maharaja Trails,Jaipur,India,SITA,jsingh@maharajatrails.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2030,Mahipal Travel Solution,Ahmedabad,India,SITA,mahipal.evereadycarriers@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1984,Mahlatini Travel,Belfast,United Kingdom,SITA,vdean@mahlatini.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0711,Main Beach Travel,Brisbane,Australia,DFT,jenny@mainbeachtravel.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0712,Mainland Holidays ,Ludhiana,India,SITA,info@mainlandholidays.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2722,MAJESTY TOUR,Rome,Italy,SITA,francesco@majestytour.it,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0713,Make My Travel (India) Pvt. Ltd.,New Delhi,India,SITA,meeta@makemytravelindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2590,Malaika Viatges,Barcelona,Spain,TCI,fina@malaikaviatges.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0714,Maman L'Agence,Levallois-Perret,France,DFT,victor@terranova.fr,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0715,Mandala Tours,Sao Paulo,Brazil,SITA,mandala@mandalatours.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1522,Mandala Travel Ltd.,Helsinki,Finland,SITA,miikka@mandalatravel.fi,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0716,Mandala Viajes,Santiago,Chile,SITA,info@mandalaviajes.cl,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0717,Mandalay Designs,Melbourne,Australia,DFT,emmastrauss@mandalaydesigns.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC2311,Mania das Viagens,Coimbra,Portugal,SITA,r.paulo@maniadasviagens.pt,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC1576,"Manik Travels, Mumbai",Mumbai,India,SITA,clifford@maniktravels.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC0719,Mansi Tours,Mumbai,India,SITA,mansi.gst@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
