business_code,name,restaurant_type,part_of_hotel,hotel,ambience_score,tour_category,tci_score,city_name
FB81609,Restaurant,coffee-shop,True,HO11139,6.7,Food,6.7,Sariska
FB80453,Cafe Royale,coffee-shop,True,HO10401,9.0,Food,9.0,Kochi (Cochin)
FB80750,The Restaurant,coffee-shop,True,HO11162,9.0,Food,9.0,Narendra Nagar (UK)
FB81054,The Restaurant,coffee-shop,True,HO12176,6.4,Food,6.4,Ranthambore
FB81587,Restaurant,coffee-shop,True,HO12008,6.0,Food,6.0,Munnar
FB80776,Auroma,coffee-shop,True,HO10171,6.8,Food,6.8,Kanyakumari
FB81290,Amirtham,coffee-shop,True,HO10580,8.0,Food,8.0,Trichy (Tiruchirappalli)
FB80039,Darbhanga,coffee-shop,True,HO10040,9.0,Food,9.0,Varanasi
FB80923,Dining,coffee-shop,True,HO11517,7.6,Food,7.6,Manvar (RJ)
FB80595,Citrus Cafe,coffee-shop,True,HO10718,8.0,Food,8.0,Rishikesh
FB80453,Cafe Royale,coffee-shop,True,HO10401,9.0,Food,7.3,Kochi (Cochin)
FB81332,Rajmahal,coffee-shop,True,HO11380,4.2,Food,4.2,Jaipur
FB80119,The Dining Hall,coffee-shop,True,HO10241,9.2,Food,9.2,Shimla
FB80499,Restaurant,coffee-shop,True,HO10578,9.0,Food,9.0,Jaisalmer
FB80812,Citrus Cafe,coffee-shop,True,HO11258,5.4,Food,5.4,Coimbatore
FB80463,Dining,coffee-shop,True,HO10666,8.8,Food,8.8,Ranthambore
FB80381,The Golden Palate,coffee-shop,True,HO10461,7.8,Food,7.8,Mamallapuram (Mahabalipuram)
FB80901,Alfresco,coffee-shop,True,HO11302,6.2,Food,6.2,Kolkata
FB80206,Atrium Caffe,coffee-shop,True,HO10703,4.6,Food,4.6,Varanasi
FB81490,Wok In The Clouds,specialty-restaurant,False,,8.2,Food,8.2,New Delhi
FB80427,Taj Bano,coffee-shop,True,HO10254,7.8,Food,7.8,Agra
FB80542,Cafe De Luxuria,coffee-shop,True,HO10210,6.0,Food,6.0,Hubballi (Hubli)
FB80875,Hibiscus,coffee-shop,True,HO11492,3.2,Food,3.2,Agra
FB81536,Bazaar,coffee-shop,True,HO12594,6.6,Food,6.6,Jodhpur
FB80540,In Room Dining,coffee-shop,True,HO10467,7.4,Food,7.4,Mararikulam
FB81531,Mabel's,multi-cuisine,False,,9.3,Food,9.3,Jaipur
FB81548,Sheesh Mahal,coffee-shop,True,HO11960,6.1,Food,6.1,Ajmer
FB80796,Ankara,multi-cuisine,False,,1.0,Food,8.0,New Delhi
FB81476,Black Gold Cafe,coffee-shop,True,HO12412,6.0,Modern,5.4,Kollam (Quilon)
FB80101,The Restaurant,coffee-shop,True,HO10323,8.8,Food,8.8,Agra
FB80018,Dhaba,specialty-restaurant,True,HO10012,9.4,Food,9.4,New Delhi
FB80655,Ekatra,coffee-shop,True,HO10985,7.0,Food,7.0,Jodhpur
FB81175,Kimbu,coffee-shop,True,HO12269,4.6,Food,4.6,Kathmandu
FB80387,Mira,coffee-shop,True,HO10226,8.1,Food,8.1,Puducherry (Pondicherry)
FB80896,24-Jul,coffee-shop,True,HO11349,6.6,Food,6.6,Chandigarh
FB80246,Citrus Cafe,coffee-shop,True,HO10745,5.7,Food,5.7,Vadodara
FB80959,Cafe,coffee-shop,True,HO11541,7.2,Food,7.2,Rameshwaram
FB80942,Panache,coffee-shop,True,HO10973,4.0,Food,4.0,Pench
FB80787,The Terrace,coffee-shop,True,HO10957,6.8,Food,6.8,Kovalam
FB80311,51,coffee-shop,True,HO10224,9.4,Food,9.4,Kochi (Cochin)
FB80656,Mynt,coffee-shop,True,HO10977,6.4,Food,6.4,Ahmedabad
FB81502,Jharokha,coffee-shop,True,HO12222,7.6,Food,7.6,New Delhi
FB80353,Banana Leaf,coffee-shop,True,HO10851,6.8,Food,6.8,Alappuzha (Alleppey)
FB80938,Coastal Kitchen,coffee-shop,True,HO11534,6.6,Food,6.6,Varkala
FB80593,Citrus Cafe,coffee-shop,True,HO10530,7.8,Food,7.8,Gangtok
FB80278,Spring,coffee-shop,True,HO10411,7.8,Food,7.8,Mysuru (Mysore)
FB80567,Restaurant,coffee-shop,True,HO10498,9.0,Food,9.0,Pushkar
FB80625,Machaan,coffee-shop,True,HO10134,7.8,Food,7.8,Corbett
FB81242,Dining Hall,coffee-shop,True,HO12193,5.6,Food,5.6,Jaisalmer
FB80406,Flora,coffee-shop,True,HO10825,5.8,Food,5.8,Rishikesh
FB80502,Farmer's Basket,coffee-shop,True,HO10306,8.0,Food,8.0,New Delhi
FB81193,The Valley,coffee-shop,True,HO11821,4.8,Food,4.8,Kodaikanal
FB80641,The Cafe@JW,coffee-shop,True,HO10879,6.2,Food,6.2,Chandigarh
FB80958,Catamaran,coffee-shop,True,HO11224,6.0,Food,6.0,Kovalam
FB81445,Antraâ€™s Kitchen,coffee-shop,True,HO12485,7.0,Food,7.0,Jaisalmer
FB80926,Kwality Cafe,multi-cuisine,False,,8.0,Food,8.0,Chandigarh
FB81398,Restaurant,coffee-shop,True,HO12183,7.3,Food,7.3,Rishikesh
FB80376,The Restaurant,coffee-shop,True,HO10553,7.0,Food,7.0,Poovar
FB80809,Citrus Cafe,coffee-shop,True,HO11260,5.4,Food,5.4,Ahmedabad
FB81206,Bon Appetit â€“ Kitchen & Garden,coffee-shop,True,HO11857,4.6,Food,4.6,Jodhpur
FB80735,Raaj Bagh,coffee-shop,True,HO11166,6.6,Food,6.6,Udaipur (RJ)
FB80751,Satva,coffee-shop,True,HO11173,4.4,Food,4.4,Jaipur
FB81616,Kitchen District,coffee-shop,True,HO12235,7.1,Food,7.1,Gurgaon
FB81223,Anaya Aduppu,coffee-shop,True,HO10181,8.4,Food,8.4,Kumbakonam
FB80792,Jetty,coffee-shop,True,HO10406,9.0,Food,9.0,Kochi (Cochin)
FB80746,Fine Dine,coffee-shop,True,HO11150,6.4,Food,6.4,Ranthambore
FB80844,Garden Cafe,coffee-shop,True,HO11199,7.3,Food,7.3,Kakinada
FB80892,24-Jul,coffee-shop,True,HO11276,6.9,Food,6.9,New Delhi
FB80131,Rajput Room,coffee-shop,True,HO10010,8.7,Food,8.7,Jaipur
FB81503,Ambiance,specialty-restaurant,True,HO11166,6.0,Food,1.0,Udaipur (RJ)
FB80392,Chaar Bagh,coffee-shop,True,HO10824,6.2,Food,6.2,Jaisalmer
FB81135,Marina Bay,coffee-shop,True,HO11621,5.2,Food,5.2,Agra
FB81600,Dining Room,coffee-shop,True,HO12759,6.4,Food,6.4,Bikaner
FB80447,Echo,coffee-shop,True,HO10513,5.6,Food,5.6,Hosapete (Hospet) (not to be used)
FB81549,Waterside Cafe,coffee-shop,True,HO11300,4.9,Food,4.9,Kolkata
FB81236,Pavilion,coffee-shop,True,HO11204,7.2,Food,7.2,Kochi (Cochin)
FB80910,Seasonal Tastes,coffee-shop,True,HO10480,7.6,Food,7.6,Pushkar
FB81068,Suraman Mahal,coffee-shop,True,HO10399,6.9,Food,6.9,Jaisalmer
FB80552,Dining Room,coffee-shop,True,HO10677,7.4,Food,7.4,Pragpur
FB80561,Restaurant,coffee-shop,True,HO10092,9.1,Food,9.1,Jaipur
FB81420,Vista,coffee-shop,True,HO12468,7.3,Food,7.3,Puri
FB80276,Tiger Trail,coffee-shop,True,HO10229,6.0,Food,6.0,Mysuru (Mysore)
FB81301,Zodiac CafÃ©,coffee-shop,True,HO12323,6.2,Food,6.2,Bhubaneswar
FB80097,Capital Kitchen,coffee-shop,True,HO10193,8.8,Food,8.8,New Delhi
FB81095,The Rooftop Restaurant,coffee-shop,True,HO12198,5.0,Food,5.0,Udaipur (RJ)
FB80546,Restaurant,coffee-shop,True,HO10490,8.1,Food,6.6,Rohet
FB80054,Bazaar`,coffee-shop,True,HO10026,8.0,Modern,7.4,Udaipur (RJ)
FB80722,Cafe Pride,coffee-shop,True,HO11036,6.0,Food,6.0,Udaipur (RJ)
FB81483,Zhillan,coffee-shop,True,HO12601,6.4,Food,6.4,Dapoli
FB80550,Eat & Drink,coffee-shop,True,HO10220,6.0,Food,6.0,Hubballi (Hubli)
FB81087,The Hornbill,coffee-shop,True,HO11997,5.4,Food,5.4,Munnar
FB81172,KGH Dream Garden,coffee-shop,True,HO12230,8.0,Food,8.0,Kathmandu
FB81513,Rhythm hotel gurgaon,multi-cuisine,True,HO12201,,,,Gurgaon
FB81221,The Golden Oak,coffee-shop,True,HO11045,4.0,Food,4.0,Kalimpong
FB80200,The Eye Club,coffee-shop,True,HO10749,4.6,Food,4.6,Pune
FB80250,Patio,coffee-shop,True,HO10275,7.0,Food,7.0,Kochi (Cochin)
FB80397,The Raj Days,coffee-shop,True,HO10803,7.6,Food,7.6,Pushkar
FB81510,Kwality Cafe,multi-cuisine,False,,8.0,Food,8.0,Chandigarh
FB80908,Wood Petal,coffee-shop,True,HO11460,4.4,Food,4.4,Dharamshala
FB81199,Viva All Day Dining,coffee-shop,True,HO11367,3.6,Food,3.6,New Delhi
FB81496,Flavours,coffee-shop,True,HO12637,7.5,Food,7.5,Hyderabad
FB80368,Multi-Cuisine,coffee-shop,True,HO10029,7.1,Food,7.1,Kumarakom
FB80280,Latest Recipe,coffee-shop,True,HO10260,7.6,Food,7.6,Gurgaon
FB80136,Mynt,coffee-shop,True,HO10394,8.4,Food,8.4,Chennai
FB80428,Farm Kitchen,specialty-restaurant,True,HO10343,9.0,Food,9.0,Mararikulam
FB80855,The Restaurant,coffee-shop,True,HO11231,5.6,Food,5.6,Kovalam
FB80022,The Spice Route,specialty-restaurant,True,HO10013,9.7,Food,9.7,New Delhi
FB80616,Chaupal,coffee-shop,True,HO10654,8.8,Food,8.8,Bandhavgarh
FB80815,Citrus Cafe,coffee-shop,True,HO11352,5.2,Food,5.2,Lucknow
FB81370,Capers,coffee-shop,True,HO12395,6.4,Food,6.4,Ghaziabad
FB81001,The Restaurant,coffee-shop,True,HO10998,6.4,Food,6.4,Cherthala
FB81523,Lotus Cafe,coffee-shop,True,HO12058,7.5,Food,7.5,Tirupati
FB80343,Indique,multi-cuisine,True,HO10630,6.6,Food,6.6,Jodhpur
FB80966,Noorjahan Restaurant,coffee-shop,True,HO10635,7.6,Food,7.6,Agra
FB80366,Tfrkochi,coffee-shop,True,HO10149,8.0,Food,8.0,Kochi (Cochin)
FB80044,Copper Chimney (Worli),specialty-restaurant,False,,7.8,Food,7.6,Mumbai
FB80308,Pavillion,coffee-shop,True,HO10753,5.3,Food,5.3,Lucknow
FB81389,Golden Dragon,specialty-restaurant,True,HO10531,9.2,Food,9.2,Mumbai
FB80190,The Cilantro,coffee-shop,True,HO10249,8.4,Food,8.4,Sarnath
FB81512,Rhythm Gurgaon,multi-cuisine,True,HO12201,,,,Gurgaon
FB81202,Palace,coffee-shop,True,HO11397,6.6,Food,6.6,Gondal
FB80760,Basil,coffee-shop,True,HO11017,10.0,Food,10.0,Sariska
FB80946,Food Mill,coffee-shop,True,HO10990,9.2,Food,9.2,Kochi (Cochin)
FB81458,Machan,coffee-shop,True,HO12564,7.7,Food,7.7,Udaipur (RJ)
FB80603,The Restaurant,coffee-shop,True,HO10024,7.2,Food,7.2,Jaipur
FB80791,East Indies,coffee-shop,True,HO10194,7.7,Food,7.7,Kochi (Cochin)
FB80464,The House Of Peelwa,coffee-shop,True,HO10118,7.0,Food,7.0,Jaipur
FB81522,Tiger Trail,coffee-shop,True,HO11714,6.6,Food,6.6,Bengaluru
FB81468,My Place,coffee-shop,True,HO12575,6.3,Food,6.3,Thiruvananthapuram (Trivandrum)
FB80475,Waves,multi-cuisine,False,,8.4,Food,8.4,New Delhi
FB80482,Motel Haveli,multi-cuisine,False,,7.8,Food,6.6,Ratangarh
FB80691,Zodiac,coffee-shop,True,HO11083,7.4,Food,7.4,Bengaluru
FB80067,Rendezvous,coffee-shop,True,HO10080,8.4,Food,8.4,Agra
FB81385,Jahangir Mahal,coffee-shop,True,HO12517,7.2,Food,7.2,Orchha
FB80930,The Aviary,coffee-shop,True,HO11532,5.4,Food,5.4,Bengaluru
FB80265,Citrus Cafe,coffee-shop,True,HO10378,8.2,Food,8.2,Bengaluru
FB80504,Amrutham,coffee-shop,True,HO10187,9.0,Food,9.0,Thekkady (Periyar/Kumily)
FB81263,Connoisseur,coffee-shop,True,HO10939,4.8,Food,4.8,Kanha
FB80692,Gurney House,coffee-shop,True,HO11076,4.8,Food,4.8,Corbett
FB81003,The Restaurant,coffee-shop,True,HO11416,5.0,Food,5.0,Mount Abu
FB80334,Citrus Cafe,coffee-shop,True,HO10733,6.4,Food,6.4,Noida
FB80460,Spectra,coffee-shop,True,HO10195,8.8,Food,8.8,Chennai
FB80482,Motel Haveli,multi-cuisine,False,,7.8,Food,7.8,Ratangarh
FB80990,Zasgyath,coffee-shop,True,HO10810,7.6,Food,7.6,Leh
FB80047,Dining Room,coffee-shop,True,HO10005,1.0,Food,10.0,Agra
FB80464,The House Of Peelwa,coffee-shop,True,HO10118,6.3,Food,6.3,Jaipur
FB80427,Taj Bano,coffee-shop,True,HO10254,8.8,Food,8.8,Agra
FB80927,The Cuisine,coffee-shop,True,HO10773,7.4,Food,7.4,Raipur (RJ) 
FB81260,Bloom Cafe,coffee-shop,True,HO11792,7.0,Food,7.0,New Delhi
FB80480,Black Truffle,coffee-shop,True,HO10168,8.4,Food,8.4,Munnar
FB80515,The Restaurant,coffee-shop,True,HO10690,6.4,Food,6.4,Dholpur
FB80111,The Patio,coffee-shop,True,HO10433,8.6,Food,8.6,Kochi (Cochin)
FB81545,Killian,specialty-restaurant,True,HO10831,5.4,Food,7.2,Jaisalmer
FB81120,Kitchen District,coffee-shop,True,HO10835,7.2,Food,7.2,New Delhi
FB80023,San Gimignano,specialty-restaurant,True,HO10013,9.6,Food,9.6,New Delhi
FB81125,The Restaurant,coffee-shop,True,HO12003,5.2,Food,5.2,Nawalgarh
FB80361,Marwar,coffee-shop,True,HO10800,5.8,Food,5.8,Khejarla
FB80237,Sukh Mahal,coffee-shop,True,HO10325,8.5,Food,8.5,Jaipur
FB80600,The Restaurant,coffee-shop,True,HO10023,7.4,Food,7.4,Agra
FB81218,Raisar Camp,coffee-shop,True,HO11373,6.0,Food,6.0,Bikaner
FB80375,Roopal,coffee-shop,True,HO10575,6.4,Food,6.4,Jaisalmer
FB80688,Cafe Treat,coffee-shop,True,HO11037,6.0,Food,6.0,Ahmedabad
FB80813,Citrus Cafe,coffee-shop,True,HO11291,5.4,Food,5.4,Goa
FB80843,Dining Room,coffee-shop,True,HO11228,6.4,Food,6.4,Pathanamthitta
FB80716,Cinnamon,coffee-shop,True,HO11054,5.4,Food,5.4,Thekkady (Periyar/Kumily)
FB80851,Annaprasanna,coffee-shop,True,HO10639,7.7,Food,7.7,Kumbakonam
FB81085,The Bouquet Garni,coffee-shop,True,HO11582,5.4,Food,5.4,Munnar
FB80377,The Banyan,coffee-shop,True,HO10400,9.0,Food,9.0,Madurai
FB81431,Bistro,coffee-shop,True,HO10285,6.7,Food,6.7,Bikaner
FB80715,Palm Groves,coffee-shop,True,HO11066,5.8,Food,5.8,Karwar
FB81155,The Restaurant,coffee-shop,True,HO11814,5.8,Food,5.8,Gokarna
FB80829,Darikhana,multi-cuisine,True,HO11163,7.8,Food,7.8,Luni
FB80196,Orchid,coffee-shop,True,HO10132,9.0,Food,9.0,Bengaluru
FB81564,Pavilion,coffee-shop,True,HO10316,7.8,Food,7.8,New Delhi
FB81115,The Bridge,coffee-shop,True,HO12136,5.6,Food,5.6,Zirakpur
FB80894,Canacona,coffee-shop,True,HO11306,6.2,Food,6.2,Goa
FB80324,Keys Cafe,coffee-shop,True,HO10333,6.7,Food,6.7,Kochi (Cochin)
FB81329,Restaurant,coffee-shop,True,HO11527,7.7,Food,7.7,Munnar
FB80687,Orchid,coffee-shop,True,HO11093,7.4,Food,7.4,Haridwar
FB81580,Restaurant,coffee-shop,True,HO11132,8.2,Food,8.2,Ranakpur
FB80813,Citrus Cafe,coffee-shop,True,HO11291,5.9,Food,5.9,Goa
FB80382,Taala,coffee-shop,True,HO10823,8.0,Food,8.0,Manali
FB81444,Restaurant,coffee-shop,True,HO11181,4.2,Food,4.2,Dharamshala
FB80577,Restaurant,coffee-shop,True,HO10573,6.6,Food,6.6,Mararikulam
FB80279,ARK,coffee-shop,True,HO10641,6.4,Food,6.4,Udaipur (RJ)
FB80532,The Restaurant,coffee-shop,True,HO10049,8.8,Food,8.8,Udaipur (RJ)
FB80431,Cafe,coffee-shop,True,HO10266,7.8,Food,7.8,Aurangabad (MH) 
FB80209,Falling Leaves,coffee-shop,True,HO10265,7.4,Food,7.4,Thekkady (Periyar/Kumily)
FB81558,Qla,coffee-shop,False,,8.1,Food,8.0,New Delhi
FB80095,Bellevue,coffee-shop,True,HO10468,9.2,Food,9.2,Agra
FB81328,Restaurant,coffee-shop,True,HO11356,6.3,Food,6.3,Vandanmedu
FB80220,The Odyssey,coffee-shop,True,HO10696,7.6,Food,7.6,Chikkamagaluru
FB81326,Magnolia,coffee-shop,True,HO11338,,,,Mussoorie
FB80234,Spectra,coffee-shop,True,HO10292,9.0,Food,9.0,Gurgaon
FB80805,Citrus Cafe,coffee-shop,True,HO11333,5.2,Food,5.2,Indore
FB81310,All Stir Fry,coffee-shop,True,HO11493,4.8,Food,4.8,Mumbai
FB80164,Rock Flour,coffee-shop,True,HO10687,9.2,Food,9.2,Rishikesh
FB80163,Backwater Cafe,coffee-shop,True,HO10668,8.6,Food,8.6,Bekal
FB80536,Kalptaru,coffee-shop,True,HO10525,6.4,Food,6.4,Udaipur (RJ)
FB80505,The Restaurant,coffee-shop,True,HO10417,5.3,Food,5.3,Kochi (Cochin)
FB81623,Restaurant,coffee-shop,True,HO11139,7.6,Food,7.6,Sariska
FB80509,Colony,coffee-shop,True,HO10067,8.4,Food,8.4,Chennai
FB80487,Mist,coffee-shop,True,HO10280,7.2,Food,7.2,New Delhi
FB80407,Bay Leaf,coffee-shop,True,HO10484,10.0,Food,10.0,Udaipur (RJ)
FB80415,Aaharam,coffee-shop,True,HO10485,8.4,Food,8.4,Thanjavur (Tanjore)
FB80109,Machan,coffee-shop,True,HO10236,8.8,Food,8.8,New Delhi
FB80139,Pillars,coffee-shop,True,HO10460,9.6,Food,9.6,Jodhpur
FB80647,Haveli,coffee-shop,True,HO10935,6.4,Food,6.4,Jaisalmer
FB80445,Pinxx,coffee-shop,True,HO10567,5.8,Food,5.8,Jaipur
FB81056,WelcomCafe Phulkari,coffee-shop,True,HO11692,6.6,Food,6.6,Amritsar
FB81479,RBG,coffee-shop,True,HO12082,5.2,Food,5.2,Gwalior
FB80274,Amritsar Kitchen,coffee-shop,True,HO10560,7.2,Food,7.2,Amritsar
FB81104,Tangelo,coffee-shop,True,HO11746,5.4,Food,5.4,Goa
FB81412,Raintree,specialty-restaurant,True,HO10363,8.5,Food,8.4,Chennai
FB80137,Shamiana,coffee-shop,True,HO10626,8.6,Food,8.6,Kolkata
FB80847,Annajal,coffee-shop,True,HO10956,5.0,Food,5.0,Orchha
FB80892,24-Jul,coffee-shop,True,HO11276,6.2,Food,6.2,New Delhi
FB81045,Chamomile,coffee-shop,True,HO11584,6.4,Food,6.4,Thekkady (Periyar/Kumily)
FB80024,Daniell's Tavern,specialty-restaurant,True,HO10013,8.0,Food,8.0,New Delhi
FB81181,Annapurna,coffee-shop,True,HO12260,5.0,Food,5.0,Pokhara
FB80172,Mynt,coffee-shop,True,HO10700,8.8,Food,8.8,Vadodara
FB80004,Dawat-E-Zaika,coffee-shop,True,HO10002,6.0,Food,6.0,Agra
FB80848,Habba,coffee-shop,True,HO11201,6.4,Food,6.4,Coorg (Kodagu)
FB80512,Cafe Samsara,coffee-shop,True,HO10189,8.0,Food,8.0,Thiruvananthapuram (Trivandrum)
FB80368,Multi-Cuisine,coffee-shop,True,HO10029,7.6,Food,7.6,Kumarakom
FB80289,Citrus Cafe,coffee-shop,True,HO10721,7.8,Food,7.8,Gurgaon
FB81111,Curry Capital,coffee-shop,True,HO11120,8.4,Food,8.4,New Delhi
FB81390,Souk,specialty-restaurant,True,HO10531,9.2,Food,9.2,Mumbai
FB81136,The Restaurant,coffee-shop,True,HO12159,4.8,Food,4.8,Vaishali
FB80356,Ambaal,coffee-shop,True,HO10558,6.8,Food,6.9,Alappuzha (Alleppey)
FB80900,Panna,coffee-shop,True,HO11268,6.2,Food,6.2,Khajuraho
FB81207,The Restaurant,coffee-shop,True,HO12280,6.4,Food,6.4,Hoshangabad (Satpura)
FB80939,Restaurant,coffee-shop,True,HO10621,6.6,Food,6.6,Agra
FB80255,Mosaic,coffee-shop,True,HO10650,6.4,Food,6.4,Kochi (Cochin)
FB80608,Dining Hall,coffee-shop,True,HO10925,6.9,Food,6.9,Dharamshala
FB81044,Sangri,coffee-shop,True,HO11598,1.0,Food,6.8,Jaipur
FB80755,Feast,coffee-shop,True,HO11004,5.6,Food,5.6,Kochi (Cochin)
FB81108,Golden Mushroom,coffee-shop,True,HO11872,5.4,Food,5.4,Haridwar
FB80747,Sheesh Mahal,coffee-shop,True,HO11129,9.2,Food,9.2,Delwara
FB81247,Sir P,coffee-shop,True,HO10962,6.8,Food,6.8,Jodhpur
FB80695,Zodiac,coffee-shop,True,HO11107,4.8,Food,4.8,Hubballi (Hubli)
FB80893,Padmini,coffee-shop,True,HO11351,6.9,Food,6.9,Udaipur (RJ)
FB80264,Del,coffee-shop,True,HO10295,6.4,Food,6.4,New Delhi
FB81178,Kava,coffee-shop,True,HO12259,7.0,Food,7.0,Kathmandu
FB81057,Kebabs & Kurries,specialty-restaurant,True,HO11692,6.6,Food,6.6,Amritsar
FB80569,Restaurant,coffee-shop,True,HO10300,7.4,Food,7.4,Jodhpur
FB81064,Mynt,coffee-shop,True,HO12108,6.8,Food,6.8,Thiruvananthapuram (Trivandrum)
FB80470,Forest Cafe,specialty-restaurant,True,HO10759,8.8,Food,8.8,Wayanad
FB81239,Vista,coffee-shop,True,HO12317,6.6,Food,6.6,Kochi (Cochin)
FB81180,Machaan,coffee-shop,True,HO11520,6.6,Food,6.6,Varanasi
FB80967,The Restaurant,coffee-shop,True,HO11436,6.6,Food,6.6,New Delhi
FB80299,Pavilion,coffee-shop,True,HO10388,8.2,Food,8.2,Chennai
FB80800,Twenty One Bar & Cafe,coffee-shop,True,HO11358,4.8,Food,4.8,Jaipur
FB80823,Maya Nagri,coffee-shop,True,HO11012,7.0,Food,7.0,Pushkar
FB80653,Mynt,coffee-shop,True,HO10994,7.8,Food,7.8,Bhubaneswar
FB81021,Varada Cafe,coffee-shop,True,HO11343,7.0,Food,7.0,Bodhgaya
FB80011,The Tea Lounge,lounge,True,HO10008,8.0,Food,8.0,Agra
FB80329,Citrus Cafe,coffee-shop,True,HO10359,8.0,Food,8.0,Mumbai
FB81457,Dining Room,coffee-shop,True,HO12562,4.8,Food,4.8,Kota (RJ) 
FB80430,Pavilion at the Village Square,coffee-shop,True,HO10640,8.6,Food,8.6,Goa
FB80882,The Heritage Quarter,coffee-shop,True,HO11480,4.8,Food,4.8,Udaipur (RJ)
FB80551,Baradari,coffee-shop,True,HO10793,6.2,Food,6.2,Nagaur (RJ) 
FB80657,Oasis,coffee-shop,True,HO11000,8.4,Food,8.4,Faridabad
FB80231,Thym,coffee-shop,True,HO10592,6.4,Food,6.4,Dharamshala
FB80340,Dining Area,coffee-shop,True,HO10582,8.0,Food,8.0,Dera (Jodhpur - Jaisalmer Highway)
FB80893,Padmini,coffee-shop,True,HO11351,6.2,Food,6.2,Udaipur (RJ)
FB80702,Library Cafe,coffee-shop,True,HO11049,6.0,Food,6.0,Jaipur
FB80419,Sea Breeze,coffee-shop,True,HO10054,7.0,Food,7.0,Chennai
FB80273,Citrus Cafe,coffee-shop,True,HO10440,6.5,Food,6.5,Chennai
FB81023,Hummingbird,coffee-shop,True,HO11417,5.2,Food,5.2,Kumbhalgarh
FB80670,Orchid,coffee-shop,True,HO11038,4.8,Food,6.1,Lucknow
FB81153,Dining Area,coffee-shop,True,HO11887,5.8,Food,5.8,Kanha
FB80391,Mughlai Aroma,coffee-shop,True,HO10419,7.6,Food,7.6,Udaipur (RJ)
FB80230,Citrus,coffee-shop,True,HO10155,8.8,Food,8.8,Bengaluru
FB81408,Shizzling Shake,coffee-shop,True,HO12534,5.6,Food,5.6,New Delhi
FB81078,The Great Kabab Factory,specialty-restaurant,True,HO11866,4.6,Food,4.6,Guwahati
FB80193,The Prism,coffee-shop,True,HO10125,8.4,Food,8.4,Udaipur (RJ)
FB80329,Citrus Cafe,coffee-shop,True,HO10359,6.7,Food,6.7,Mumbai
FB81128,Cayenne,coffee-shop,True,HO11909,4.6,Food,4.6,Hyderabad
FB81296,CafÃ© C,coffee-shop,True,HO11519,6.6,Food,6.6,New Delhi
FB80034,Steam,lounge,True,HO10010,8.7,Food,8.7,Jaipur
FB80126,The Restaurant,coffee-shop,True,HO10731,9.0,Food,9.0,Bhubaneswar
FB80282,Sabor,coffee-shop,True,HO10642,6.4,Food,6.4,Udaipur (RJ)
FB80284,Citrus Cafe,coffee-shop,True,HO10449,8.0,Food,8.0,Gurgaon
FB80316,Promenade,coffee-shop,True,HO10307,5.6,Food,5.6,New Delhi
FB80140,Latitude,coffee-shop,True,HO10124,8.6,Food,8.6,Coimbatore
FB80442,The Dining Room,coffee-shop,True,HO10026,8.3,Food,8.3,Udaipur (RJ)
FB81249,Dining hall,coffee-shop,True,HO11611,5.0,Food,5.0,Dausa
FB80055,J Hind,specialty-restaurant,True,HO10026,8.0,Modern,7.4,Udaipur (RJ)
FB81598,Native,multi-cuisine,True,HO12754,7.8,Food,7.8,Hubballi (Hubli)
FB81022,Dining,coffee-shop,True,HO10882,6.6,Food,6.6,Jaipur
FB81539,The In House,multi-cuisine,True,HO12692,7.8,Food,7.8,Ghanerao
FB81465,Pracheen,coffee-shop,True,HO11139,6.4,Food,6.4,Sariska
FB81392,Golghar,coffee-shop,True,HO12356,6.7,Food,6.7,Pushkar
FB80032,Suvarna Mahal,specialty-restaurant,True,HO10010,9.0,Food,9.0,Jaipur
FB80330,Courtyard,coffee-shop,True,HO10443,6.5,Food,6.5,Puducherry (Pondicherry)
FB80274,Amritsar Kitchen,coffee-shop,True,HO10560,6.4,Food,6.4,Amritsar
FB80627,Cafe Indra,multi-cuisine,False,,8.2,Food,8.2,Bikaner
FB80840,Pinxx,coffee-shop,True,HO11202,5.4,Food,5.4,Mysuru (Mysore)
FB80686,Cafe Treat,coffee-shop,True,HO11048,6.8,Food,6.8,Chennai
FB80866,Dining Hall,coffee-shop,True,HO10009,9.4,Food,9.4,Jaipur
FB80708,Chowka,coffee-shop,True,HO11071,5.0,Food,5.0,Kumbhalgarh
FB80838,Paro - Indian Modern Bar,multi-cuisine,False,,1.0,Food,8.4,Jaipur
FB80451,Arabasta,coffee-shop,True,HO10679,8.0,Food,8.0,Virajpet (Coorg) (not to used)
FB81569,Peshwa Pavilion,coffee-shop,True,HO11197,7.3,Food,7.3,Mumbai
FB81325,Zodiac,coffee-shop,True,HO11684,6.3,Food,6.3,Amritsar
FB80844,Garden Cafe,coffee-shop,True,HO11199,6.6,Food,6.6,Kakinada
FB80203,Ithaca,coffee-shop,True,HO10360,7.4,Food,7.4,Bengaluru
FB81563,The Grill Room,specialty-restaurant,True,HO11276,6.9,Food,6.9,New Delhi
FB80117,The Restaurant,coffee-shop,True,HO10481,9.4,Food,9.4,Mashobra
FB80070,Aaharam,coffee-shop,True,HO10245,7.4,Food,7.4,Madurai
FB80460,Spectra,coffee-shop,True,HO10195,7.8,Food,7.8,Chennai
FB81005,Bhojan,coffee-shop,True,HO10874,3.6,Food,3.6,Bodhgaya
FB80720,Orchid,coffee-shop,True,HO11081,4.8,Food,4.8,Vadodara
