business_code,name,theme_score,tour_category,start_city_name,end_city_name
AC20997,Cooking Demonstration,,,Ranthambore,Ranthambore
AC20998,Exclusive Jeep Safari (By Denwa Backwater Escape- Hoshangabad),,,Hoshangabad (Satpura),Hoshangabad (Satpura)
AC20998,Exclusive Jeep Safari- (By Denwa Backwater Escape- Hoshangabad),,,Hoshangabad (Satpura),Hoshangabad (Satpura)
AC20998,Exclusive Jeep Safari (By Denwa Backwater Escape- Madhai (Satpura),,,Madhai (Satpura),Madhai (Satpura)
AC20998,Exclusive Jeep Safari - For Weekdays (By Denwa Backwater Escape- Madhai (Satpura),,,Madhai (Satpura),Madhai (Satpura)
AC20999,Stepwell Dinner Experience,,,Jaipur,Jaipur
AC21000,Cooking Demo with Meal,,,Jaipur,Jaipur
AC21000,Cooking Demo With Meal,,,Jaipur,Jaipur
AC21001,Private Dining - 04 Course Fixed TDH Indian/ European - Dinner With A Glass Of Wine,,,Jaipur,Jaipur
AC21002,A Glass Of Indian Beer,,,Mumbai,Mumbai
AC21003,A Glass Of Indian Wine,,,Mumbai,Mumbai
AC21004,Cocktail At Sky Deck Restaurant With View Of Taj Mahal,,,Agra,Agra
AC21005,Dinner At Rajput Room {Rambagh Palace},,,Jaipur,Jaipur
AC21006,Cocktail At Polo Bar {Rambagh Palace},,,Jaipur,Jaipur
AC21007,Camel Safari / Camel Cart Ride - Per Hour,,,Pushkar,Pushkar
AC21008,Kalbeliya Dance (Max 02 Hrs),,,Pushkar,Pushkar
AC21009,Gala Dinner On Sand Dunes (Only For Group Of Min. 12 Pax & Above),,,Pushkar,Pushkar
AC21010,Camel Safari / Camel Cart Ride - Per Hour,,,Pushkar,Pushkar
AC21011,Gala Dinner On Sand Dunes (Only For Group Of Min. 12 Pax & Above),,,Pushkar,Pushkar
AC21012,Kalbeliya Dance (Max 02 Hrs),,,Pushkar,Pushkar
AC21013,Camel Safari / Camel Cart Ride - Per Hour,,,Pushkar,Pushkar
AC21014,Camel Safari / Camel Cart Ride - Per Hour,,,Pushkar,Pushkar
AC21015,Kalbeliya Dance (Max 02 Hrs),,,Pushkar,Pushkar
AC21016,Exclusive Jeep Safari Per Safari- Weekends- {Sat- Sun} (Indians)-(By Bagh Villas Jungle Camp),,,Kanha,Kanha
AC21017,Exclusive Jeep Safari Per Safari- Weekends- {Sat- Sun} (Foreigners)-(By Bagh Villas Jungle Camp),,,Kanha,Kanha
AC21018,Lunch / Dinner With A Glass Of Indian Wine / Beer At L’osteria Bella,,,New Delhi,New Delhi
AC21019,Cooking Demonstration - 03 Dishes,,,Karauli,Karauli
AC21020,Cooking Demonstration - 05 Dishes,,,Karauli,Karauli
AC21021,Magic Show,,,Agra,Agra
AC21022,Chambal Ravines Safari,,,Dholpur,Dholpur
AC21023,Boat Safari At The Chambal,,,Dholpur,Dholpur
AC21024,Chambal Ravines Safari,,,Dholpur,Dholpur
AC21025,Boat Safari At The Chambal,,,Dholpur,Dholpur
AC21026,Tiger Talk,,,Ranthambore,Ranthambore
AC21026,Tiger Talk Session At Ranthambore Hotel,,,Ranthambore,Ranthambore
AC21027,Cooking Demo With Meal,,,Jodhpur,Jodhpur
AC21028,Nature Walk (Guided),,,Bandhavgarh,Bandhavgarh
AC21029,Bush Dinner - Per Couple,,,Bandhavgarh,Bandhavgarh
AC21030,Village Visit,,,Bandhavgarh,Bandhavgarh
AC21031,Exclusive Jeep Safari Per Jeep / Per Drive,,,Bandhavgarh,Bandhavgarh
AC21032,Cultural Immersion - Per Performance,,,Bandhavgarh,Bandhavgarh
AC21033,Exclusive Leopard Safari,,,Pali (RJ) ,Pali (RJ) 
AC21033,Exclusive Leopard Safari - Per Gypsy,,,Pali (RJ) ,Pali (RJ) 
AC21034,Jeep Safari At Mollana Sand Dunes,,,Sodakore,Sodakore
AC21035,Cooking Demonstration,,,Sodakore,Sodakore
AC21036,Shared Leopard Safari,,,Pali (RJ) ,Pali (RJ) 
AC21037,Cooking Demonstration With Dinner,,,Bijaipur,Bijaipur
AC21038,Cooking Demonstration,,,Bijaipur,Bijaipur
AC21039,Dinner at Sam Sand Dune with Camel Ride,,,Jaisalmer,Jaisalmer
AC21039,Dinner At Sam Sand Dune With Camel Ride,,,Jaisalmer,Jaisalmer
AC21040,Exclusive Jeep Safari- (Denwa Backwater Escape- Hoshangabad),,,Hoshangabad (Satpura),Hoshangabad (Satpura)
AC21041,Naturalist Charges- ESG - For Exclusive Safaris (By Denwa Backwater Escape- Hoshangabad),,,Hoshangabad (Satpura),Hoshangabad (Satpura)
AC21041,Naturalist Charges- ESG - For Exclusive Safaris (By Denwa Backwater Escape- Madhai (Satpura),,,Madhai (Satpura),Madhai (Satpura)
AC21042,Exclusive Jeep Safari Per Safari - Moharli Gate,,,Tadoba,Tadoba
AC21042,Exclusive Jeep Safari Per Safari (Weekdays) - Moharli Gate,,,Tadoba,Tadoba
AC21043,Exclusive Jeep Safari Per Safari (For Weekdays) - Khutwanda Gate,,,Tadoba,Tadoba
AC21043,Exclusive Jeep Safari Per Safari - Khutwanda Gate,,,Tadoba,Tadoba
AC21044,Naturalist Charges- ESG - For Exclusive Safaris (By Waghoba Eco Lodge - Tadoba),,,Tadoba,Tadoba
AC21045,Cooking Demo With Dinner,,,Jaipur,Jaipur
AC21045,"Cooking Demo With Dinner (By Laalee, Jaipur)",,,Jaipur,Jaipur
AC21046,Exclusive Jeep Safari Supplement At Bera,,,Pali (RJ) ,Pali (RJ) 
AC21047,Explore The Country Side By Jeep,,,Chanoud,Chanoud
AC21048,Experience Local Life With Lunch,,,Namchi,Namchi
AC21049,Hi On Hi Tea,,,Namchi,Namchi
AC21050,Tea Trail And Temdong Walk Combined,,,Namchi,Namchi
AC21051,Hi Tea At The Roseate Ganges,,,Rishikesh,Rishikesh
AC21052,Special Shikar Dinner (Min. 15 Pax),,,Luni,Luni
AC21053,Exclusive Jeep Safari Per Safari (For Weekends),,,Bandhavgarh,Bandhavgarh
AC21053,Exclusive Jeep Safari Per Safari (For Weekend - Sat/ Sun),,,Bandhavgarh,Bandhavgarh
AC21053,Exclusive Jeep Safari Per Safari (For Weekends) - By Bamboo Grove,,,Bandhavgarh,Bandhavgarh
AC21054,Exclusive Jeep Safari Per Safari (For Weekdays),,,Bandhavgarh,Bandhavgarh
AC21054,Exclusive Jeep Safari Per Safari (For Weekdays) - By Bamboo Grove,,,Bandhavgarh,Bandhavgarh
AC21055,Leopard Safari at Jawai,,,Pali (RJ) ,Pali (RJ) 
AC21056,"Cocktail Dinner With Bazar, Wine, Beer & Music",,,Jaipur,Jaipur
AC21057,Cuisine Classes,,,Munnar,Munnar
AC21058,Hi Tea With Plantation Walk,,,Munnar,Munnar
AC21059,Cooking Class,,,Vechoor,Vechoor
AC21060,Farm Visit With Lunch (Upto 25 Pax),,,Vechoor,Vechoor
AC21061,"Farm Visit With Lunch and Cooking Demo (Min. 03 Dishes, Upto 25 Pax)",,,Vechoor,Vechoor
AC21062,"Mandatory Service Fee, When Safari Booked Independently (Per Safari / Per Drive)",,,,
AC21063,Blue Pottery,1.0,Heritage,Jaipur,Jaipur
AC21063,Blue Pottery (By Rajasthan Studio),1.0,Heritage,Jaipur,Jaipur
AC21064,Puppetry (Kathputli Making),1.0,Heritage,Jaipur,Jaipur
AC21064,Puppetry (Kathputli Making) (By Rajasthan Studio),1.0,Heritage,Jaipur,Jaipur
AC21065,Meenakari On Silver,1.0,Heritage,Jaipur,Jaipur
AC21065,Meenakari On Silver (By Rajasthan Studio),1.0,Heritage,Jaipur,Jaipur
AC21066,Minimalist Photography,1.0,Heritage,Jaipur,Jaipur
AC21066,Minimalist Photography (By Rajasthan Studio),1.0,Heritage,Jaipur,Jaipur
AC21067,Rajasthani Miniature Painting,1.0,Heritage,Jaipur,Jaipur
AC21067,Rajasthani Miniature Painting (By Rajasthan Studio),1.0,Heritage,Jaipur,Jaipur
AC21068,Lac Work,1.0,Heritage,Jaipur,Jaipur
AC21068,Lac Work (By Rajasthan Studio),1.0,Heritage,Jaipur,Jaipur
AC21069,Miniature Painting,1.0,Heritage,Jaipur,Jaipur
AC21069,Miniature Painting (By Rajasthan Studio),1.0,Heritage,Jaipur,Jaipur
AC21069,Miniature Painting Jaipur (By Rajasthan Studio),1.0,Heritage,Jaipur,Jaipur
AC21070,Paper Mache,1.0,Heritage,Jaipur,Jaipur
AC21070,Paper Mache (By Rajasthan Studio),1.0,Heritage,Jaipur,Jaipur
AC21071,Rice Writing,1.0,Heritage,Jaipur,Jaipur
AC21071,Rice Writing (By Rajasthan Studio),1.0,Heritage,Jaipur,Jaipur
AC21072,Exclusive Jeep Safari By Reni Pani Jungle Lodge (Per Jeep),,,Madhai (Satpura),Madhai (Satpura)
AC21072,Exclusive Jeep Safari (Per Jeep),,,Madhai (Satpura),Madhai (Satpura)
AC21073,Exclusive Jeep Safari By Bori Safari Lodge (Per Jeep),,,Betul (Satpura),Betul (Satpura)
AC21073,Exclusive Jeep Safari (Per Jeep),,,Betul (Satpura),Betul (Satpura)
AC21074,Jeep Safari With Hi Tea On The Dunes With Sunset,,,Dera (Jodhpur - Jaisalmer Highway),Dera (Jodhpur - Jaisalmer Highway)
AC21074,Jeep Safari With Hi Tea On The Dunes With Sunset,,,Jodhpur,Jodhpur
AC21075,Dinner On A Private Sand Dune,,,Dera (Jodhpur - Jaisalmer Highway),Dera (Jodhpur - Jaisalmer Highway)
AC21075,Dinner On A Private Sand Dune,,,Jodhpur,Jodhpur
AC21076,Private Folk Performance,,,Dera (Jodhpur - Jaisalmer Highway),Dera (Jodhpur - Jaisalmer Highway)
AC21076,Private Folk Performance,,,Jodhpur,Jodhpur
AC21077,Modern Marwar Cuisine (Private Dining Experience),,,Dera (Jodhpur - Jaisalmer Highway),Dera (Jodhpur - Jaisalmer Highway)
AC21077,Modern Marwar Cuisine (Private Dining Experience),,,Jodhpur,Jodhpur
AC21078,Abhaneri Stepwell Visit,,,Dausa,Dausa
AC21079,Camel Cart Ride,,,Dausa,Dausa
AC21080,Cooking Demonstration,,,Dausa,Dausa
AC21081,Bharathnatyam Dance Program,,,Thanjavur (Tanjore),Thanjavur (Tanjore)
AC21081,Bharatnatyam Dance Program,,,Thanjavur (Tanjore),Thanjavur (Tanjore)
AC21082,Bharathnatyam Dance Program,,,Thirumayam,Thirumayam
AC21082,Bharatnatyam Dance Program,,,Thirumayam,Thirumayam
AC21083,Bullock Cart Ride,,,Thirumayam,Thirumayam
AC21084,Tallis Early Morning Delhi Tour (Discovering Delhi at Sunrise),,,New Delhi,New Delhi
AC21085,Tea Tasting Experience with Lunch or Afternoon Tea - For Non Resident Guest,,,Coonoor,Coonoor
AC21086,Tea Tasting Experience - For In House Guests,,,Coonoor,Coonoor
AC21087,Tea Tasting Experience - For Non-Resident Guests,,,Coonoor,Coonoor
AC21088,Two Faces Of Goa (Rachol & Shiroda) with lunch,,,,
AC21089,Two faces of Goa (Rachol and Shiroda)-with lunch,7.4,Food,Goa,Goa
AC21089,Two faces of Goa (Rachol and Shiroda)-with lunch,8.8,Experiential,Goa,Goa
AC21089,Two faces of Goa (Rachol and Shiroda)-with lunch,8.8,Heritage,Goa,Goa
AC21090,Houses Of Goa - Chandor with lunch,1.0,Experiential,Goa,Goa
AC21090,Houses Of Goa - Chandor with lunch,1.0,Food,Goa,Goa
AC21090,Houses Of Goa - Chandor with lunch,1.0,Heritage,Goa,Goa
AC21091,Houses Of Goa - Chandor,1.0,Experiential,Goa,Goa
AC21091,Houses Of Goa - Chandor,1.0,Heritage,Goa,Goa
AC21092,ONCE UPON A TIME IN GOA INCLUDING DIVAR ISLAND,1.0,Adventure,Goa,Goa
AC21092,ONCE UPON A TIME IN GOA INCLUDING DIVAR ISLAND,1.0,Experiential,Goa,Goa
AC21092,ONCE UPON A TIME IN GOA INCLUDING DIVAR ISLAND,1.0,Heritage,Goa,Goa
AC21093,TAVERN TRAIL,1.0,Food,Goa,Goa
AC21094,Ayurvedic Massage,,,Alappuzha (Alleppey),Alappuzha (Alleppey)
AC21095,Bicycle Ride,,,Alappuzha (Alleppey),Alappuzha (Alleppey)
AC21096,Canoe Ride,,,Alappuzha (Alleppey),Alappuzha (Alleppey)
AC21097,Excursion To Trichy,,,Thanjavur (Tanjore),Thanjavur (Tanjore)
AC21098,Cooking Demonstration,,,Luni,Luni
AC21099,Jeep Safari - Drive Into Wilderness With Hi Tea,,,Luni,Luni
AC21100,Lunch/Dinner at Bogmallo beach Resort near GOI airport,7.4,Food,Goa,Goa
AC21101,Cooking Demonstration With Lunch,,,Jaisalmer,Jaisalmer
AC21102,Exclusive Jeep Safari at Sasan Gir,,,Sasan Gir,Sasan Gir
AC21102,Exclusive Jeep Safari At Sasan Gir,,,Sasan Gir,Sasan Gir
AC21102,Exclusive Jeep Safari At Sasan Gir - For Weekdays (By Harsh Travels),,,Sasan Gir,Sasan Gir
AC21104,Cultural Program With Bonfire,5.0,Experiential,Abhaneri,Abhaneri
AC21105,Camel Cart Ride,5.0,Experiential,Abhaneri,Abhaneri
AC21106,Bullock Cart Safari,,,Barli,Barli
AC21107,Cooking Demostration,,,Barli,Barli
AC21108,Exclusive Jeep Safari,10.0,Wildlife,Ranthambore,Ranthambore
AC21108,Exclusive Jeep Safari by Sawai Shivir,10.0,Wildlife,Ranthambore,Ranthambore
AC21109,Sound and Light Show At Agra Fort,,,Agra,Agra
AC21110,Shared Jeep Safari,10.0,Wildlife,Bandhavgarh,Bandhavgarh
AC21111,Exclusive Jeep Safari,10.0,Wildlife,Bandhavgarh,Bandhavgarh
AC21112,Exclusive Jeep Safari from Navegaon Gate for Weekday (Mon-Fri),7.0,Experiential,Tadoba,Tadoba
AC21112,Exclusive Jeep Safari from Navegaon Gate for Weekday (Mon-Fri),8.0,Nature,Tadoba,Tadoba
AC21112,Exclusive Jeep Safari from Navegaon Gate for Weekday (Mon-Fri),8.0,Wildlife,Tadoba,Tadoba
AC21112,Exclusive Jeep Safari from Navegaon Gate for Weekday (Mon-Fri),,,Tadoba,Tadoba
AC21113,Exclusive Jeep Safari from Navegaon Gate for Weekends (Sat- Sun),7.0,Experiential,Tadoba,Tadoba
AC21113,Exclusive Jeep Safari from Navegaon Gate for Weekends (Sat- Sun),8.0,Nature,Tadoba,Tadoba
AC21113,Exclusive Jeep Safari from Navegaon Gate for Weekends (Sat- Sun),8.0,Wildlife,Tadoba,Tadoba
AC21113,Exclusive Jeep Safari from Navegaon Gate for Weekends (Sat- Sun),,,Tadoba,Tadoba
AC21114,Exclusive Jeep Safari from Kolara Gate for Weekday (Mon-Fri),7.0,Experiential,Tadoba,Tadoba
AC21114,Exclusive Jeep Safari from Kolara Gate for Weekday (Mon-Fri),8.0,Nature,Tadoba,Tadoba
AC21114,Exclusive Jeep Safari from Kolara Gate for Weekday (Mon-Fri),8.0,Wildlife,Tadoba,Tadoba
AC21114,Exclusive Jeep Safari from Kolara Gate for Weekday (Mon-Fri),,,Tadoba,Tadoba
AC21115,Exclusive Jeep Safari from Kolara Gate for Weekend (Sat- Sun),7.0,Experiential,Tadoba,Tadoba
AC21115,Exclusive Jeep Safari from Kolara Gate for Weekend (Sat- Sun),8.0,Nature,Tadoba,Tadoba
AC21115,Exclusive Jeep Safari from Kolara Gate for Weekend (Sat- Sun),8.0,Wildlife,Tadoba,Tadoba
AC21115,Exclusive Jeep Safari from Kolara Gate for Weekend (Sat- Sun),,,Tadoba,Tadoba
AC21116,Exclusive Jeep Safari From Buffer Gate For Weekday (Mon-Fri),7.0,Experiential,Tadoba,Tadoba
AC21116,Exclusive Jeep Safari From Buffer Gate For Weekday (Mon-Fri),8.0,Nature,Tadoba,Tadoba
AC21116,Exclusive Jeep Safari From Buffer Gate For Weekday (Mon-Fri),8.0,Wildlife,Tadoba,Tadoba
AC21116,Exclusive Jeep Safari From Buffer Gate For Weekday (Mon-Fri),,,Tadoba,Tadoba
AC21117,Exclusive Jeep Safari From Buffer Gate For Weekends (Sat- Sun),7.0,Experiential,Tadoba,Tadoba
AC21117,Exclusive Jeep Safari From Buffer Gate For Weekends (Sat- Sun),8.0,Nature,Tadoba,Tadoba
AC21117,Exclusive Jeep Safari From Buffer Gate For Weekends (Sat- Sun),8.0,Wildlife,Tadoba,Tadoba
AC21117,Exclusive Jeep Safari From Buffer Gate For Weekends (Sat- Sun),,,Tadoba,Tadoba
AC21118,Naturalist Charges- ESG - For Exclusive Safaris (By Trees N Tigers- Tadoba),7.0,Experiential,Tadoba,Tadoba
AC21118,Naturalist Charges- ESG - For Exclusive Safaris (By Trees N Tigers- Tadoba),8.0,Nature,Tadoba,Tadoba
AC21118,Naturalist Charges- ESG - For Exclusive Safaris (By Trees N Tigers- Tadoba),8.0,Wildlife,Tadoba,Tadoba
AC21118,Naturalist Charges- ESG - For Exclusive Safaris (By Trees N Tigers- Tadoba),,,Tadoba,Tadoba
AC21119,Lake City Rickshaws - Old city ride /Lake loop ride,8.1,Experiential,Udaipur (RJ),Udaipur (RJ)
AC21120,Bindi And Chura,,,Jaipur,Jaipur
AC21120,Bindi And Chura (By Jaipur BO),,,Jaipur,Jaipur
AC21120,Bindi And Chura (Jaipur BO),,,Jaipur,Jaipur
AC21120,Bindi And Chura (Per Person),,,Jaipur,Jaipur
AC21121,Saree,,,Jaipur,Jaipur
AC21121,Saree (Per Person),,,Jaipur,Jaipur
AC21122,Beautician,,,Jaipur,Jaipur
AC21123,Kurta and Pyjama,,,Jaipur,Jaipur
AC21124,Salaam Balak Private Walk,,,New Delhi,New Delhi
AC21126,FENI AND TAPAS TRAIL,9.0,Food,Goa,Goa
AC21126,FENI AND TAPAS TRAIL,9.2,Experiential,Goa,Goa
AC21126,FENI AND TAPAS TRAIL,9.7,Heritage,Goa,Goa
AC21126,FENI AND TAPAS TRAIL,9.9,Modern,Goa,Goa
AC21127,Mundackal Plantation Visit with Cookery Class and Lunch,,,,
AC21128,Mundackal Plantation visit with Cooking Demo and Lunch,6.7,Food,Kothamangalam (KL) ,Kothamangalam (KL) 
AC21128,Mundackal Plantation visit with Cooking Demo and Lunch,6.9,Experiential,Kothamangalam (KL) ,Kothamangalam (KL) 
AC21129,A Glimpse into the Awadh Textile,,,Lucknow,Lucknow
AC21129,A Glimpse Into The Awadh Textile,,,Lucknow,Lucknow
AC21129,A Glimpse Into The Awadh Textile (By Tornos),,,Lucknow,Lucknow
AC21130,Shared Heritage Walk (Per Person),,,Lucknow,Lucknow
AC21130,Shared Walking Tour Of Lucknow's Old Bazaar (Per Person),,,Lucknow,Lucknow
AC21130,Shared Walking Tour Of Lucknow's Old Bazaar (Per Person) - (By Tornos),,,Lucknow,Lucknow
AC21131,Exclusive Heritage Walk,,,Lucknow,Lucknow
AC21131,Exclusive Walking Tour Of Lucknow's Old Bazaar,,,Lucknow,Lucknow
AC21131,Exclusive Walking Tour Of Lucknow's Old Bazaar (By Tornos),,,Lucknow,Lucknow
AC21132,Shared Victorian Walk (Per Person),,,Lucknow,Lucknow
AC21132,Shared Victorian Walk Through Lucknow (Per Person),,,Lucknow,Lucknow
AC21132,Shared Victorian Walk Through Lucknow (Per Person) - (By Tornos),,,Lucknow,Lucknow
AC21133,Exclusive Victorian Walk,,,Lucknow,Lucknow
AC21133,Exclusive Victorian Walk Through Lucknow,,,Lucknow,Lucknow
AC21133,Exclusive Victorian Walk Through Lucknow (By Tornos),,,Lucknow,Lucknow
AC21134,Shared Walk - Culinary Affair At Lucknow,,,Lucknow,Lucknow
AC21134,Shared Walk - Culinary Affair At Lucknow (Per Person),,,Lucknow,Lucknow
AC21134,Shared Walk - Culinary Affair At Lucknow (Per Person) - (By Tornos),,,Lucknow,Lucknow
AC21135,Exclusive Walk - Culinary Affair At Lucknow,,,Lucknow,Lucknow
AC21135,Exclusive Walk - Culinary Affair At Lucknow (By Tornos),,,Lucknow,Lucknow
AC21136,Ente Yoga with Seetu,,,Udaipur (RJ),Udaipur (RJ)
AC21137,Mutiny Tour Of Lucknow,,,Lucknow,Lucknow
AC21137,Mutiny Tour Of Lucknow (By Tornos),,,Lucknow,Lucknow
AC21138,Yoga Tour,,,Mysuru (Mysore),Mysuru (Mysore)
AC21139,Bani's Village Bicycle Tour with Lunch,8.0,Experiential,Mamallapuram (Mahabalipuram),Mamallapuram (Mahabalipuram)
AC21139,Bani's Village Bicycle Tour with Lunch,8.1,Adventure,Mamallapuram (Mahabalipuram),Mamallapuram (Mahabalipuram)
AC21140,Toy Train Ride in Ooty,,,Ooty (Udhagamandalam),Ooty (Udhagamandalam)
AC21141,Anakulam Jeep Safari,,,Munnar,Munnar
AC21142,Birding Picnic Excursion To Tumaria Reservoir And Visit To Van Gujjar Dera,,,Corbett,Corbett
AC21143,Local Transportation Tour,9.8,Experiential,Mumbai,Mumbai
AC21144,Woman driven Tuk-Tuk Ride (NGO Initiative),8.3,Experiential,Chennai,Chennai
AC21145,Bangalore city Tour,,,Bengaluru,Bengaluru
AC21146,Arrival Assistance from Dharamshala Airport to Dharamshala Hotels,9.0,Heritage,Dharamshala,Dharamshala
AC21146,Arrival Assistance from Dharamshala Airport to Dharamshala Hotels,,,Dharamshala,Dharamshala
AC21147,Departure Assistance from Dharamshala Hotels to Dharamshala Airport,9.0,Heritage,Dharamshala,Dharamshala
AC21147,Departure Assistance from Dharamshala Hotels to Dharamshala Airport,,,Dharamshala,Dharamshala
AC21148,Visit to Kangra,8.5,Heritage,Dharamshala,Dharamshala
AC21148,Visit to Kangra,,,Dharamshala,Dharamshala
AC21150,Visit to Dada Sibba,9.0,Heritage,Dharamshala,Dharamshala
AC21150,Visit to Dada Sibba,,,Dharamshala,Dharamshala
AC21151,Visit to Bir Billing,8.5,Heritage,Dharamshala,Dharamshala
AC21151,Visit to Bir Billing,,,Dharamshala,Dharamshala
AC21152,Visit to Palampur,9.0,Nature,Dharamshala,Dharamshala
AC21152,Visit to Palampur,,,Dharamshala,Dharamshala
AC21153,Picnic Hamper Per person/ Per way,8.8,Food,Shimla,Shimla
AC21154,Arrival assistance from Chandigarh airport/station/Kalka station to Taj Theog in Toy train & Surface,8.3,Modern,Shimla,Shimla
AC21154,Assistance at Kalka Railway Station at Kalka Shatabdi & Board Toy Train till Theog hotel,8.3,Modern,Shimla,Shimla
AC21155,Village Cycle Tour in Kumarakom,5.6,Experiential,Kumarakom,Kumarakom
AC21156,Foodies on Foot ( Kochi Style),6.7,Food,Kochi (Cochin),Kochi (Cochin)
AC21157,Kangra Valley Toy Train,8.5,Heritage,Dharamshala,Dharamshala
AC21157,Kangra Valley Toy Train,,,Dharamshala,Dharamshala
AC21158,Short walk through the local bazar during the sightseeing,,,Jaipur,Jaipur
AC21159,Bundelkhandi Traditional Folk Dance Show,,,Khajuraho,Khajuraho
AC21160,Wheel O' City (Local transport tour),,,Kolkata,Kolkata
AC21161,Sleeping Beauty Trail,,,Shimla,Shimla
AC21162,Day trip to Dhami with Lunch,,,Shimla,Shimla
AC21163,Kufri Excursion,,,Shimla,Shimla
AC21164,Overlander Rural Experience,,,Jodhpur,Jodhpur
AC21164,Rural Experience by Overlander (Shared),,,Jodhpur,Jodhpur
AC21165,Day Hike to Hatu Peak & Temple (Trek to Narkanda),,,Shimla,Shimla
AC21166,Mashobra & Seepur Walk (Trek to Mashobra),,,Shimla,Shimla
AC21167,Shali Tibba Trek,,,Shimla,Shimla
AC21168,Excursion to Thar Desert At Sunset Including Dinner at Sand Dunes,8.0,Modern,Jaisalmer,Jaisalmer
AC21169,Trek to Tara Devi,,,Shimla,Shimla
AC21170,Overlander Exclusive,,,Jodhpur,Jodhpur
AC21170,Rural Experience by Overlander (Exclusive),,,Jodhpur,Jodhpur
AC21171,Naddi Village Walk,,,Dharamshala,Dharamshala
AC21172,Guest Lecture by Mr. Raj Mehta,,,Shimla,Shimla
AC21173,Gold Emboss Painting Masterclass,9.4,Experiential,Jodhpur,Jodhpur
AC21174,Subah-e-Banaras,10.0,Experiential,Varanasi,Varanasi
AC21176,Jeep Ride at AMBER FORT INCLUDING PANNA MEENA,,,Jaipur,Jaipur
AC21177,Sajjangarh Trail with Sun Downer,,,Udaipur (RJ),Udaipur (RJ)
AC21178,Wild Life SOS - Bear & Elephant Rescue Center,8.1,Wildlife,Agra,Agra
AC21179,Morning excursion to Varanasi ghats including boatride and Flute player,10.0,Experiential,Varanasi,Varanasi
AC21180,Assistance At Kalka Railway Station,,,Chandigarh,Chandigarh
AC21181,Assistance at Ambala Railway Station,,,Chandigarh,Chandigarh
AC21182,Cushion Handling At Kalka Railway Station,,,Chandigarh,Chandigarh
AC21183,Cushion For Toy Train Journey,,,Chandigarh,Chandigarh
AC21184,Water Jar - 20 Liter,,,Chandigarh,Chandigarh
AC21185,Water Bottles,,,Chandigarh,Chandigarh
AC21186,Tuk Tuk tour of Kochi (without monuments),6.0,Experiential,Kochi (Cochin),Kochi (Cochin)
AC21187,Mangrove Kayaking in Kochi,,,Kochi (Cochin),Kochi (Cochin)
AC21188,Kanpur Mutiny tour 1857,,,Lucknow,Lucknow
AC21188,Kanpur Mutiny Tour 1857,,,Lucknow,Lucknow
AC21188,Kanpur Mutiny Tour 1857 (By Tornos),,,Lucknow,Lucknow
AC21189,Lucknow Uncovered,,,Lucknow,Lucknow
AC21189,Lucknow Uncovered (If Transport From Tornos),,,Lucknow,Lucknow
AC21189,Lucknow Uncovered (Including Transport From Tornos),,,Lucknow,Lucknow
AC21190,Tuk Tuk tour of Kochi (with monuments),7.1,Experiential,Kochi (Cochin),Kochi (Cochin)
AC21191,Explore the Edakkal Caves with guide,6.0,Heritage,Wayanad,Wayanad
AC21192,Tour of Kangra,,,Kangra,Kangra
AC21193,Excursion To Sidhpur Patan And Modhera,,,Ahmedabad,Ahmedabad
AC21194,Tour of Palampur,,,Palampur,Palampur
AC21195,Tour of Pragpur,,,Pragpur,Pragpur
AC21196,Law Garden Night Market,,,Ahmedabad,Ahmedabad
AC21197,Cooking Demo With Meal,,,Jaipur,Jaipur
AC21198,Exclusive Kathak Dance Show at Indian Home,5.8,Experiential,Jaipur,Jaipur
AC21198,Exclusive Kathak Dance Show at Indian Home,,,Jaipur,Jaipur
AC21199,Arrival assistance at the city hotels / Shimla railway station,,,Shimla,Shimla
AC21200,Departure assistance at the city hotels / Shimla railway station,,,Shimla,Shimla
AC21201,Arrival assistance at the Jubbar Hatti airport (Shimla),,,Shimla,Shimla
AC21202,Excursion to Nalsarovar Bird Sanctuary,,,Ahmedabad,Ahmedabad
AC21202,Excursion To Nalsarovar Bird Sanctuary,,,Ahmedabad,Ahmedabad
AC21203,Excursion to Lothal,,,Ahmedabad,Ahmedabad
AC21203,Excursion To Lothal,,,Ahmedabad,Ahmedabad
AC21204,Heritage Walk of Ahmedabad,,,Ahmedabad,Ahmedabad
AC21205,Vehicle for delivering lunch/ dinner boxes from Chandigarh to Kalka Railway Station,,,Chandigarh,Chandigarh
AC21206,Living Island Tour of Kochi,,,Kochi (Cochin),Kochi (Cochin)
AC21207,Chambal Boat Safari,,,Ranthambore,Ranthambore
AC21207,Chambal Boat Safari (By Ranthambhore Nature Tour),,,Ranthambore,Ranthambore
AC21207,Chambal Boat Safari - Including Transport (By Ranthambhore Nature Tour),,,Ranthambore,Ranthambore
AC21207,Exclusive Chambal Boat Safari With Transfer (By Ranthambhore Nature Tour),,,Ranthambore,Ranthambore
AC21207,Exclusive Chambal Boat Safari With Transport (By Ranthambhore Nature Tour),,,Ranthambore,Ranthambore
AC21208,Excusion To Ranthambhore Fort Visit Without Guide (By Ranthambhore Nature Tour),,,Ranthambore,Ranthambore
AC21208,Ranthambhore Fort Visit,,,Ranthambore,Ranthambore
AC21209,Good Morning Kochi by cycle,,,Kochi (Cochin),Kochi (Cochin)
AC21210,Departure assistance at the Jubbar Hatti airport (Shimla),,,Shimla,Shimla
